crop,temperature,rainfall,humidity,soil_ph,nitrogen,phosphorus,potassium,irrigation_days,label
Cabbage,19.97,1544.04,68.5,7.2,458.76,83.62,207.33,5,1
Beans,15.46,1853.59,64.91,8.83,107.46,5.09,68.71,7,0
Peas,10.71,305.91,73.13,8.58,76.53,18.48,75.66,13,0
Turnip,11.75,1007.31,42.48,6.49,171.9,40.58,122.33,6,1
Cabbage,22.91,1382.89,47.39,7.22,480.82,70.78,204.2,5,1
Cabbage,9.7,1125.04,69.31,7.84,133.45,19.81,75.91,10,0
Peas,12.85,767.06,40.0,7.11,183.7,44.96,119.29,9,1
Beetroot,15.35,958.39,44.6,6.18,342.33,53.92,153.52,7,1
Carrot,33.65,350.33,31.64,8.95,135.61,14.93,72.71,15,0
Radish,17.51,870.84,40.0,5.94,170.62,54.5,121.18,9,1
Beetroot,15.63,748.36,40.0,6.0,304.81,38.38,225.79,6,1
KnolKhol,17.12,1053.55,40.0,6.32,270.91,78.27,211.8,7,1
Cauliflower,18.3,1108.63,47.6,6.25,300.42,54.18,203.0,7,1
Carrot,12.66,2197.29,63.22,8.14,69.64,6.78,92.56,9,0
Beetroot,19.06,968.69,40.0,6.97,321.86,32.21,202.54,6,1
KnolKhol,25.13,1335.97,42.26,8.34,82.95,9.92,69.24,8,0
Cabbage,23.64,1323.27,54.73,7.07,325.89,52.75,215.17,5,1
Potato,16.67,1912.45,71.64,5.58,300.91,41.83,165.25,3,1
Carrot,15.22,1137.15,54.51,6.73,303.28,30.05,191.67,6,1
Turnip,12.24,963.57,40.0,6.26,234.93,31.56,177.33,7,1
Radish,10.18,1017.52,47.15,5.97,198.33,57.26,149.29,5,1
Beetroot,17.17,1046.2,40.0,6.47,283.72,53.28,229.04,5,1
Beetroot,20.87,622.43,40.0,6.14,246.39,57.21,150.13,9,1
Radish,29.94,1325.09,53.99,8.56,135.28,12.78,61.59,5,0
Peas,11.35,832.62,40.0,6.9,204.11,47.01,151.38,8,1
Carrot,19.44,1047.24,40.0,6.35,245.93,59.37,152.56,6,1
Cauliflower,19.02,1323.76,44.57,6.47,433.72,50.97,257.98,7,1
Cauliflower,18.65,1440.95,59.56,6.14,388.05,78.2,340.73,6,1
Peas,14.33,900.67,40.57,6.55,236.09,46.22,108.0,8,1
Cauliflower,16.87,1455.78,52.83,6.1,452.42,60.35,211.9,5,1
Turnip,12.85,827.73,40.0,6.09,215.21,56.3,145.89,6,1
Peas,16.3,882.53,40.0,7.16,257.97,67.81,157.22,6,1
Peas,11.2,1122.82,49.1,6.76,274.33,66.33,161.32,5,1
Radish,11.55,877.57,40.0,6.01,165.22,44.62,171.84,6,1
Cabbage,17.4,1212.56,44.82,7.4,330.97,88.59,299.51,4,1
Beans,18.91,1065.74,41.9,5.58,243.02,46.76,172.64,5,1
Peas,15.33,1120.71,42.25,6.93,249.86,79.02,161.03,6,1
Carrot,25.19,362.02,84.42,7.6,76.3,11.55,79.41,4,0
Radish,15.86,782.66,40.0,6.38,179.02,58.78,136.17,7,1
Beetroot,18.76,989.83,40.0,6.42,325.82,42.49,224.9,8,1
Potato,23.87,1912.07,31.82,8.14,84.3,18.43,83.0,2,0
Carrot,9.72,729.43,67.59,9.0,121.53,17.61,81.67,3,0
Turnip,12.8,1094.43,52.25,6.59,269.44,36.66,189.46,6,1
Carrot,17.03,1309.1,49.12,6.87,322.78,58.53,189.48,5,1
Beans,13.68,974.12,40.0,6.11,293.77,42.57,151.61,8,1
Radish,32.03,1222.23,82.59,7.94,112.03,8.23,95.31,4,0
Potato,20.8,1430.52,55.48,5.58,354.49,76.38,257.27,4,1
Beetroot,17.75,981.14,40.0,6.07,205.46,50.2,203.58,5,1
Beetroot,19.36,1157.85,43.01,6.66,291.03,37.32,228.57,7,1
Cauliflower,12.72,1283.2,50.58,8.13,70.88,15.33,52.61,15,0
KnolKhol,16.07,1232.52,40.0,6.02,261.34,40.4,191.23,4,1
Beetroot,18.83,1102.33,47.62,6.01,269.54,36.13,229.31,8,1
Peas,13.16,1104.67,51.05,6.85,164.47,61.45,110.75,5,1
Beetroot,13.69,777.11,40.0,6.91,314.68,55.74,169.67,8,0
Peas,12.75,1156.2,49.27,7.32,173.28,42.88,172.32,7,1
Turnip,10.66,666.31,40.0,6.53,219.85,33.65,188.55,9,1
Radish,22.13,1488.48,34.89,8.58,70.16,16.22,52.3,5,0
Radish,13.86,1010.04,40.0,5.89,203.25,42.44,172.95,6,1
Turnip,14.04,1059.39,41.1,6.48,194.65,31.26,137.09,6,1
Radish,11.47,1209.86,40.0,5.72,171.86,43.66,138.04,7,1
Potato,34.94,1839.91,30.7,8.16,139.72,5.07,94.3,5,0
Peas,15.01,858.86,42.76,6.03,230.47,54.36,103.28,9,1
Carrot,16.97,887.61,43.28,6.87,207.67,68.48,190.83,7,1
Peas,12.44,1092.09,46.31,6.59,249.79,58.88,108.78,8,1
Radish,13.0,764.33,92.22,7.62,147.6,8.14,90.71,9,0
Cabbage,18.29,1866.29,80.45,7.19,347.71,71.6,310.18,1,0
Potato,18.04,1367.8,45.8,5.44,332.63,52.63,251.74,6,1
Carrot,16.81,1364.63,59.74,6.35,303.28,46.96,173.59,6,1
Carrot,16.13,831.22,40.0,6.57,290.95,43.77,196.66,8,1
Beans,20.19,926.08,43.65,6.26,328.94,59.78,195.59,6,0
Turnip,9.64,1184.69,40.0,6.59,258.12,49.97,163.29,7,0
Beetroot,16.23,1109.52,52.14,6.54,242.55,34.7,232.78,5,1
Potato,17.99,1605.84,68.61,5.27,357.32,68.01,244.51,2,0
Cauliflower,16.45,1180.88,51.99,5.65,402.22,82.53,234.88,5,1
KnolKhol,17.52,962.9,40.0,6.4,362.31,49.98,198.99,8,1
Turnip,12.37,817.33,40.0,6.86,254.01,52.12,175.68,7,1
Peas,18.86,1065.74,49.33,7.17,155.54,70.81,179.97,6,1
Beetroot,20.1,908.19,40.0,6.54,286.59,56.62,218.43,8,1
Cauliflower,21.75,1195.88,50.41,6.58,472.42,58.05,210.42,5,1
Radish,14.13,1009.37,49.44,6.32,241.38,44.99,140.41,7,1
Peas,7.54,2263.14,78.71,8.43,141.21,14.44,86.01,12,0
Beetroot,17.28,1033.35,40.0,6.25,306.82,36.62,165.1,4,1
Radish,15.02,897.81,40.0,6.64,187.02,55.34,142.8,6,1
Peas,18.09,1192.87,51.87,7.25,219.5,56.87,106.24,6,1
Beetroot,17.29,1187.06,40.0,6.44,321.56,55.8,236.68,5,1
Carrot,20.39,1270.34,46.66,6.09,248.42,59.99,236.52,4,0
KnolKhol,17.48,736.01,40.0,6.24,335.79,41.95,263.07,8,1
Radish,10.39,1061.53,40.0,5.98,254.72,32.36,144.28,7,1
KnolKhol,14.2,780.47,40.0,6.38,319.7,71.6,250.3,6,1
Beans,24.22,301.44,42.74,7.64,77.05,11.32,61.13,13,0
KnolKhol,17.06,1086.52,40.0,6.32,275.18,66.16,160.81,8,0
Cauliflower,22.71,1154.64,40.0,6.52,472.84,67.76,325.91,7,1
Potato,10.43,1066.44,89.38,7.51,85.42,19.22,95.14,7,0
Cabbage,16.23,1402.95,56.12,7.07,437.96,66.59,283.18,6,1
Beans,7.57,2206.53,49.56,8.38,65.26,11.85,90.2,1,0
Beans,23.99,964.03,63.0,8.29,146.75,10.53,66.95,13,0
Cauliflower,27.73,1038.47,93.18,7.99,112.08,8.04,94.15,8,0
Cabbage,17.43,1643.68,74.7,7.37,410.05,57.35,327.87,4,1
Carrot,15.88,1363.21,56.86,6.35,310.32,65.75,203.24,6,1
Turnip,12.56,903.61,42.17,6.76,284.31,34.5,145.41,6,1
Cauliflower,20.7,896.31,43.1,5.61,451.07,51.22,227.77,9,0
Radish,17.75,1076.97,40.96,5.6,281.82,32.22,125.61,5,1
KnolKhol,23.37,924.3,57.84,8.4,72.18,9.57,78.43,13,0
Radish,20.08,1924.5,45.16,8.32,127.96,15.55,50.37,12,0
KnolKhol,17.3,813.44,40.0,6.36,285.87,63.76,175.94,8,1
Radish,16.14,1029.93,46.86,5.98,227.69,56.72,130.93,7,1
KnolKhol,18.68,1124.7,40.0,6.4,281.04,62.63,227.25,7,1
Turnip,13.42,947.2,40.0,6.08,177.6,54.3,194.16,7,1
Peas,17.44,891.14,40.0,6.66,249.02,68.06,119.24,8,0
Radish,13.16,1145.78,40.0,6.2,255.05,36.25,172.9,4,1
KnolKhol,15.54,1167.13,55.45,6.05,347.12,45.33,209.8,5,1
Potato,16.8,1321.69,44.97,5.2,345.45,63.0,160.99,4,1
Potato,14.92,1607.31,58.46,5.28,366.3,73.33,188.17,2,1
Beetroot,16.97,967.01,43.95,6.72,216.81,49.16,191.19,7,1
Beetroot,20.24,848.61,40.0,6.1,236.28,44.66,225.42,9,1
Peas,16.06,1043.13,44.95,7.41,240.91,76.62,152.06,7,1
Beans,21.14,1501.22,62.52,6.5,318.53,48.56,216.43,4,1
Radish,12.23,799.5,40.0,5.73,267.69,41.77,138.39,6,0
Radish,16.88,1144.57,40.0,5.9,206.64,39.9,154.95,7,1
KnolKhol,10.95,451.64,68.91,8.71,74.52,15.46,73.17,1,0
Potato,14.39,1264.1,41.01,5.02,396.32,43.44,260.18,7,1
KnolKhol,17.61,1060.98,51.7,6.11,389.64,66.93,166.9,7,1
Cauliflower,19.82,1479.48,57.99,6.39,388.72,63.28,288.03,5,1
KnolKhol,20.44,1127.83,40.0,5.82,354.38,75.89,182.06,7,0
Peas,26.19,2357.68,81.61,8.21,114.82,11.36,81.47,3,0
Carrot,17.23,729.69,40.0,6.52,275.37,37.14,226.72,6,1
Radish,15.62,1066.9,42.51,6.39,288.34,34.85,136.09,5,1
Peas,23.13,341.54,32.64,8.66,107.33,10.47,57.85,3,0
KnolKhol,18.65,936.02,40.0,5.75,302.4,66.66,223.18,5,0
Beetroot,19.94,1103.94,45.11,6.69,209.08,32.71,201.37,5,1
Beetroot,17.53,894.14,41.37,6.54,217.53,52.36,151.23,8,1
Cabbage,18.86,1176.12,40.0,6.79,453.11,79.37,343.12,5,1
Turnip,11.89,1013.21,44.25,6.95,159.3,59.06,140.69,6,1
Potato,20.68,1464.43,58.2,5.93,376.24,44.52,234.19,6,1
Beetroot,20.33,950.62,40.06,6.53,274.09,31.54,200.69,7,1
Radish,9.27,817.5,40.0,6.1,292.13,46.46,135.72,7,1
Peas,16.04,1222.36,49.72,7.29,185.25,60.44,173.27,4,1
Turnip,13.14,960.74,40.0,6.69,261.82,58.5,194.24,6,1
Turnip,9.34,830.88,40.0,6.23,225.13,33.02,165.62,6,1
Beetroot,18.67,1110.43,40.0,6.08,283.6,67.08,158.29,5,1
Potato,29.64,1913.01,93.13,8.0,123.55,6.74,97.87,1,0
Radish,13.65,812.71,40.0,5.64,292.76,39.47,134.23,7,1
KnolKhol,34.64,1581.35,93.3,7.52,84.09,7.92,65.15,13,0
Cauliflower,20.61,1242.16,43.07,5.88,428.88,78.53,241.48,5,1
Cabbage,23.56,1734.35,77.1,6.55,425.83,73.4,288.42,5,1
Beans,21.22,1571.2,53.55,5.53,238.85,50.46,224.04,5,1
KnolKhol,19.43,1255.41,57.17,6.33,351.67,75.59,184.39,7,1
Peas,12.56,1011.49,47.86,7.49,247.0,54.11,123.15,8,1
Cauliflower,17.07,1114.1,47.92,5.92,462.65,50.99,298.52,5,1
Radish,13.72,1080.08,40.0,6.76,257.6,51.4,129.24,8,1
Potato,18.12,1437.88,67.26,5.48,328.48,44.38,165.45,5,1
KnolKhol,16.72,1358.89,56.73,6.59,334.15,64.08,233.19,5,1
Peas,15.83,897.93,40.0,7.28,205.87,72.51,151.24,7,1
Cabbage,21.5,929.61,42.68,6.46,475.88,70.36,291.92,6,1
Carrot,14.22,1303.67,45.15,6.92,313.75,43.13,220.73,6,1
Radish,16.23,982.16,49.0,6.18,202.69,31.99,138.72,7,1
KnolKhol,17.91,871.96,40.0,5.77,383.69,62.17,200.67,6,1
Potato,19.18,1714.89,64.58,5.47,257.5,49.25,228.78,4,1
Cabbage,15.79,1751.78,78.51,6.55,459.83,55.19,247.92,4,1
Radish,15.49,721.06,40.0,6.43,198.55,40.48,199.25,7,1
Cabbage,24.65,1153.27,47.22,7.23,434.15,75.28,325.55,4,1
Peas,12.93,910.34,40.0,6.25,283.45,78.19,106.06,9,1
Cauliflower,21.34,1020.96,48.94,5.55,351.68,82.93,325.03,7,1
Radish,13.92,987.46,40.0,6.6,183.17,30.96,186.33,5,0
Beans,17.98,1157.09,41.57,5.99,248.11,30.27,188.24,7,1
Radish,32.51,1060.35,64.31,7.92,144.86,14.3,74.29,12,0
Carrot,20.54,903.73,40.0,6.57,279.83,60.76,249.79,5,1
Cabbage,21.08,1314.85,57.57,6.75,417.22,58.64,247.66,4,1
Beans,16.86,984.25,40.0,5.99,292.31,37.83,150.06,5,0
Cabbage,23.03,1591.43,65.65,7.3,451.83,69.18,284.88,2,1
Peas,13.16,826.55,40.0,6.51,204.28,67.8,108.1,8,1
Beans,6.1,877.62,91.95,8.95,51.5,17.09,95.89,10,0
Peas,17.62,2003.76,65.64,8.04,133.1,19.1,89.56,6,0
KnolKhol,13.52,804.37,40.0,6.12,253.79,66.04,277.41,9,0
Turnip,13.27,1186.8,45.94,6.67,285.93,52.41,130.44,4,1
Potato,15.36,1887.56,83.91,5.86,336.45,51.63,234.0,4,1
Potato,19.04,1366.81,54.46,6.33,390.49,49.68,221.87,6,1
Cabbage,23.36,1299.59,50.08,6.8,430.84,78.61,284.54,6,1
Radish,12.93,1129.26,52.96,6.44,170.76,40.68,193.75,7,1
KnolKhol,14.68,917.03,46.35,6.37,267.58,43.65,237.61,6,1
Cabbage,22.71,1276.83,50.61,6.39,326.57,59.5,279.97,6,1
Cauliflower,26.31,2033.69,63.5,8.83,71.89,8.05,88.1,1,0
Peas,17.92,866.73,44.36,6.31,298.12,62.87,125.94,9,1
Peas,16.22,1126.88,43.02,6.72,290.66,57.53,148.44,6,1
Radish,17.83,943.18,40.0,5.88,270.88,54.11,175.9,8,0
Cabbage,17.19,1265.14,41.66,6.98,376.64,89.53,270.45,4,1
Carrot,16.57,1530.18,57.72,6.21,258.03,69.67,183.0,3,1
Radish,15.69,847.69,40.05,5.73,261.2,50.08,162.66,6,0
Radish,29.62,1698.25,59.86,7.78,128.15,8.42,94.76,11,0
Carrot,15.76,1251.24,45.23,6.23,261.55,35.21,195.19,4,1
Radish,18.83,2419.06,47.37,7.97,120.62,12.88,56.21,15,0
Radish,23.69,274.39,38.43,8.21,118.74,19.58,92.78,12,0
